track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability_binary
London Calling - Remastered,The Clash,5jzma6gCzYtKB1DbEwFZKH,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,"['alternative rock', 'permanent wave', 'punk', 'rock']",0.651,0.801,C,-7.34,0.0514,0.123,0.0,0.0825,0.776,133.769,1
Pointlessness,The Voidz,1OMyVgjCj8fHdwNZMt28eN,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,['modern alternative rock'],0.262,0.631,F#,-5.781,0.0394,0.128,0.102,0.0829,0.0516,130.104,0
The Worst Band In The World,10cc,2QuhQtkWjIgUnD0osMVxmQ,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'new romantic', 'soft rock', 'yacht rock']",0.64,0.645,B,-7.047,0.191,0.0175,0.00098,0.111,0.736,157.443,1
What You Know,Two Door Cinema Club,4JHg4nNYUJQ5HULcCmI18R,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",0.549,0.754,F#,-4.011,0.0407,0.000675,6.24e-06,0.0912,0.828,139.052,0
Blue Ridge Mountains,Fleet Foxes,1rk9eGO7AkPX1oafUuOnGs,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,"['chamber pop', 'folk', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'singer-songwriter', 'stomp and holler']",0.524,0.446,G#,-7.823,0.0275,0.688,0.000745,0.101,0.272,97.856,0
Escalator,Resavoir,0iovEfo43tS8UXAhdSfrwr,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,['experimental jazz'],0.249,0.658,E,-12.457,0.0648,0.709,0.086,0.146,0.61,189.719,0
Fietspomp,Klaus Veen,1KNjts5gJXoHouGAAzK0rp,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,['dutch tech house'],0.936,0.72,D,-7.689,0.197,0.421,0.13,0.0936,0.439,132.012,1
Smooth Arrangements,Klaus Veen,1ND7yU6uybSbpXDNkYbs0k,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,['dutch tech house'],0.807,0.664,C,-12.831,0.0997,0.376,0.924,0.111,0.521,121.349,1
Uteki,FloFilz,4NJA5PNG733BRHIT6rNQDn,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,"['chillhop', 'jazz boom bap']",0.61,0.355,C#,-14.938,0.0471,0.834,0.865,0.135,0.245,92.071,1
No Peace,Alfa Mist,7jytTEkq5TBBZ6nPDFBtAu,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,"['british jazz', 'indie soul']",0.6,0.475,C#,-12.785,0.0457,0.397,0.344,0.0953,0.753,185.856,1
Aged Eyes,Alfa Mist,0gQbyxRhcMI8SM4eMZpSZF,anaserrogomes,4iXM36D1qh6stFiUaZvNJc,"['british jazz', 'indie soul']",0.417,0.529,G,-13.013,0.0445,0.166,0.449,0.118,0.196,87.982,0
Damselfly,Loyle Carner,32sBVB5HmrwJ6e9g0S2BRL,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,"['indie soul', 'london rap']",0.82,0.596,B,-7.539,0.246,0.517,0.00159,0.358,0.54,94.968,1
HOT WIND BLOWS (feat. Lil Wayne),"Tyler, The Creator",3JJL91ilRV6fXhKqu0FGXs,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,"['hip hop', 'rap']",0.371,0.75,G,-5.382,0.402,0.601,0.0,0.482,0.729,173.456,0
Where U @,Slow J,5KX1zLcBZ5bv8iA1odyonT,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,['hip hop tuga'],0.874,0.545,G#,-7.067,0.209,0.472,0.00929,0.2,0.624,103.001,1
Mercury,Steve Lacy,6uVZddXkgQIArp8myEHs4x,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,['afrofuturism'],0.699,0.75,A,-6.481,0.0542,0.543,0.0137,0.333,0.887,151.035,1
Bad Habit,Steve Lacy,5CM4UuQ9Gnd6K2YyKGPMoK,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,['afrofuturism'],0.686,0.507,C#,-7.097,0.0357,0.626,7.51e-05,0.383,0.69,168.955,1
Bistro,Madvillain,4kSYZCV2qlTpCPu0NnMoSR,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,"['abstract hip hop', 'alternative hip hop', 'hip hop', 'psychedelic hip hop']",0.381,0.592,G,-10.879,0.289,0.446,0.0,0.534,0.673,84.974,0
Ramsey,Seafood Sam,2f9WOEkbisyUYDaoSFAOQg,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,"['chill abstract hip hop', 'indie hip hop']",0.554,0.688,C#,-9.333,0.073,0.392,0.0,0.302,0.746,78.655,0
Oh Honey,Delegation,3TiCuJiisBOB9HzKAM6FDG,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,['post-disco'],0.734,0.42,D,-12.036,0.028,0.188,0.242,0.0826,0.462,94.161,1
EYES,The Blaze,4ipoHe6bjN9IeXr8CGJYgR,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,['new french touch'],0.818,0.433,C,-10.853,0.0702,0.175,0.00413,0.124,0.119,119.993,1
Die For You - Remix,The Weeknd,7oDd86yk8itslrA9HRP2ki,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.531,0.525,C#,-6.5,0.0671,0.232,0.0,0.441,0.502,66.9,0
Do You No Wrong,Richie Campbell,6FInCuMbSlhdlkiFv36KUi,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,"['hip hop tuga', 'portuguese pop', 'reggae tuga']",0.679,0.375,E,-6.094,0.0366,0.482,1.34e-06,0.0971,0.269,81.029,1
Povo,Various Artists,1QuMSpSKb8TddULszTHRDH,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,No Genre,0.486,0.254,D#,-11.068,0.0429,0.873,0.000535,0.0886,0.319,106.689,0
The Beachland Ballroom,IDLES,2rX97r2QjIXxHYjLAcGpSZ,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,"['bristol indie', 'crank wave', 'modern rock']",0.2,0.637,F#,-5.26,0.0402,0.000687,0.00114,0.127,0.385,173.977,0
Come Get To This,Marvin Gaye,4N9DOPhK7km5WnsgVD9GMI,anaserrogomes,4S0pgxqNVr4nTE7dvRkDx7,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",0.656,0.578,C,-9.491,0.0377,0.206,3.5e-06,0.167,0.608,114.904,1
Last Night a D.J. Saved My Life,Various Artists,34jtsFqKNRSJFa0r6ZRqQh,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,No Genre,0.849,0.657,B,-7.509,0.205,0.0463,2.93e-05,0.117,0.864,112.682,1
Me Maten - Live at NPR's Tiny Desk,C. Tangana,2uFlBIfS4XKyOVPKiIrj5L,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,['urbano espanol'],0.655,0.543,B,-11.288,0.513,0.509,0.0,0.702,0.782,80.857,1
Pearls,Jessie Ware,6PUo33nojdU5hWhMR0zRuf,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,"['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']",0.636,0.832,A,-5.049,0.126,0.0171,0.00207,0.205,0.748,122.997,1
COULD BE WRONG,LOSTBOYJAY,5zuex7tbGFz0gSHlrMvQdu,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,No Genre,0.891,0.77,C,-8.391,0.123,0.0213,0.00157,0.213,0.855,129.004,1
It Was A Good Day,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.798,0.744,G,-5.328,0.136,0.33,0.000106,0.292,0.794,82.356,1
The Sweet Escape,Gwen Stefani,07K4GcCDSTiXUF5ssyTRUM,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,"['dance pop', 'pop']",0.756,0.77,C#,-3.502,0.0343,0.191,0.0,0.178,0.73,119.961,1
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit,Crystal Waters,4QAKfScH8kLJTbJqhb2jp2,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,['diva house'],0.645,0.779,A,-10.529,0.0315,0.000165,0.214,0.0941,0.453,120.007,1
Okay Okay,Pino D'Angiò,6W0PqAtbW7fkTRBtmwOwfM,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,"['italo disco', 'neapolitan funk']",0.765,0.91,F#,-8.115,0.0827,0.569,0.00231,0.337,0.804,112.922,1
Only A Fool Would Say That,Steely Dan,7GVvj4zJNVuBJSl6StEfn5,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.759,0.367,C,-19.024,0.0367,0.848,1.12e-06,0.227,0.96,129.882,1
Picture in My Mind,PinkPantheress,0z3YYobsavHguLTgqg5GC1,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,['bedroom pop'],0.73,0.645,D,-6.506,0.348,0.587,0.0,0.0937,0.772,128.519,1
Freak Jack,CASIOPEA,194UlyKsjEHMHBMFlamg0Z,anaserrogomes,6ZR72nCrJbZxXdMkNftGp6,"['japanese jazz', 'japanese jazz fusion']",0.693,0.859,G,-8.794,0.0471,0.0925,0.875,0.0318,0.895,135.063,1
Autumn Nocturne,Lou Donaldson,4zPDjRgceGrR0Sm54YDTTf,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'hard bop', 'jazz saxophone', 'soul jazz']",0.539,0.0678,C,-18.039,0.0468,0.967,0.168,0.114,0.263,124.105,0
Homeland,Slow J,44eZal3jiScwksKMYwN4eu,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['hip hop tuga'],0.791,0.323,E,-11.796,0.0669,0.759,0.795,0.114,0.407,160.017,1
Wax and Wane,Dorothy Ashby,3maOEqyMVU4V9m1lx1zN6H,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['jazz funk', 'jazz harp', 'space age pop']",0.41,0.377,A,-14.87,0.0488,0.931,0.0128,0.115,0.713,92.603,0
By The Time I Get To Phoenix,Dorothy Ashby,0l2k4tdemioYYKIDtEv21c,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['jazz funk', 'jazz harp', 'space age pop']",0.596,0.688,C,-9.328,0.0418,0.458,0.807,0.0701,0.718,101.638,0
The Windmills Of Your Mind,Dorothy Ashby,6no0N476tAU1oJM7fZiP5Y,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['jazz funk', 'jazz harp', 'space age pop']",0.595,0.472,E,-13.415,0.0539,0.786,0.811,0.248,0.562,80.948,0
Velas,Quincy Jones,5N85KoYje6CK7OhtdCkNTA,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['soul jazz'],0.438,0.27,D,-19.46,0.129,0.513,0.0129,0.0738,0.169,174.306,0
Skating In Central Park,Bill Evans,1cpANF6zMBoFoxkoIjZHjv,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'vocal jazz']",0.478,0.0294,C,-25.319,0.0453,0.993,0.948,0.105,0.148,124.308,0
You Must Believe In Spring,Bill Evans,17C96Rsq4f38eMuZRGtku6,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'vocal jazz']",0.317,0.29,D,-16.097,0.0381,0.931,0.848,0.118,0.206,80.0,0
Gary's Theme - Remastered,Bill Evans,3f9KhpRN6mMYoVnpuozgHD,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'vocal jazz']",0.421,0.08,G,-21.795,0.04,0.903,0.859,0.135,0.0546,122.044,0
study beat,towser,4PfEZWkqXXRBtPS2N35AIP,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,No Genre,0.806,0.428,F#,-13.944,0.0805,0.403,0.849,0.113,0.49,139.852,1
Sunlight,Dontcry,4JKnAmWGYiFIGQkIBGNjyR,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['lo-fi beats', 'lo-fi study']",0.662,0.111,C#,-23.76,0.0857,0.844,0.308,0.0683,0.688,78.993,1
Tidal Wave Outro,Tom Misch,0NvvlnAniNYVF7FPNAD8CY,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['indie soul', 'jazz pop']",0.656,0.427,G,-14.151,0.0761,0.417,0.797,0.207,0.216,89.858,1
Cocktails,Syndrome,37gNKK87AHQpmDmQWWII3Z,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['lo-fi product'],0.737,0.19,G,-15.786,0.0353,0.926,0.959,0.082,0.605,146.077,1
Middle Pillar,Caleb Belkin,4iXHX2Plf4InUJzCmdKHsf,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['lo-fi beats'],0.708,0.681,D,-13.39,0.0299,0.74,0.944,0.125,0.759,130.0,1
My Favourite Time of Year,Kingsley Thomas,61IXkIVYvfpKdjzEQeMU54,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['christmas instrumental'],0.659,0.153,A#,-18.025,0.0419,0.834,0.872,0.124,0.238,81.351,1
Romance,Various Artists,4RsL2ZlU4P0CIKDrOwQkzz,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,No Genre,0.467,0.315,G,-11.339,0.0268,0.719,0.898,0.0727,0.249,147.971,0
Textures,Herbie Hancock,6wyjGiFFJMNxFyY4h0ttYY,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano']",0.556,0.195,D#,-21.441,0.0355,0.457,0.959,0.0726,0.405,84.717,0
Albatross,Fleetwood Mac,3iZ5twPwvFeOUQA4Deu8tP,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",0.468,0.105,F#,-16.289,0.0327,0.804,0.874,0.109,0.25,67.168,0
When we danced,Annie Berenson,2pcDGklI3mOVMZrvnUF2t5,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,No Genre,0.459,0.265,C,-14.701,0.0406,0.952,0.867,0.187,0.13,120.819,0
Days Of Wine And Roses,Wes Montgomery,1yegDiVa8d94H07ga1SLOt,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['hard bop', 'jazz', 'jazz guitar']",0.47,0.0296,G,-25.411,0.0352,0.991,0.948,0.0976,0.184,89.408,0
A Taste of Honey,Paul Desmond,7o7fbj6F7MwwqWU2vWbndn,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz saxophone']",0.589,0.0578,F,-23.976,0.0407,0.956,0.138,0.101,0.293,127.592,0
What Are You Doing The Rest Of Your Life?,Bill Evans,6fGqxkBPqoIq4SQ3mtbHMI,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'vocal jazz']",0.331,0.144,A,-16.773,0.0324,0.993,0.914,0.104,0.0394,64.601,0
For a While,Dries Riesen,4sNhuHtjf2TYXIzOMUQgWX,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,No Genre,0.431,0.0917,F#,-19.223,0.0344,0.742,0.761,0.189,0.119,131.812,0
"Just A-Sittin' And A-Rockin' - Live At The Village Vanguard, New York / 1959",Kenny Burrell Trio,7FtbDCBvrIY3slG5Dj9bl1,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['jazz guitar trio'],0.629,0.0599,C,-28.446,0.0568,0.929,0.784,0.691,0.495,76.635,1
Penny in a Well,Skinshape,0PNYu3A5EhO6v9FG8P8Zd5,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['psychedelic soul'],0.58,0.284,F#,-12.936,0.0323,0.221,0.925,0.108,0.341,124.978,0
Fountayne,Skinshape,4HrwJY2pwaWmrjlycG5ESs,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['psychedelic soul'],0.531,0.56,D,-8.502,0.0256,0.0272,0.454,0.108,0.276,140.051,0
The Thief in Marrakesh,Arc De Soleil,3PLlvksV9NfmoGiZXEqunJ,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,No Genre,0.759,0.522,D,-7.937,0.0373,0.334,0.854,0.142,0.682,89.973,1
I Didn't Know,Skinshape,1RI9Qpt8QbYtwfCW8npcO1,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['psychedelic soul'],0.646,0.399,F,-14.222,0.0295,0.432,0.284,0.124,0.581,104.985,1
Dreams of Panama,Skinshape,5B4LvD8kpQEbAOu23QYbNx,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,['psychedelic soul'],0.637,0.529,E,-8.188,0.0315,0.443,0.92,0.13,0.185,99.974,1
Got That Feeling,Peter Sandberg,1Jguf6gwtrywE2mRHqsdmY,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['compositional ambient', 'focus']",0.402,0.101,A#,-20.927,0.0503,0.849,0.739,0.256,0.23,67.496,0
Between The Lights,Kyoto Jazz Massive,1l8nn1iijv9TEW1uaE4YOH,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['broken beat', 'japanese jazztronica', 'jazztronica', 'nu jazz']",0.603,0.696,D#,-7.014,0.0291,0.065,0.0358,0.11,0.499,135.985,1
Love Theme From Spartacus - Rudy Van Gelder Remaster / 2006,Yusef Lateef,7yzM0pEseQUpb6BMViOPEA,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['avant-garde', 'bebop', 'free jazz', 'jazz', 'jazz saxophone']",0.522,0.379,E,-14.096,0.0286,0.635,0.925,0.114,0.454,133.698,0
Avril 14th,Aphex Twin,1uaGSDFsLdReQgg8p7Obwh,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",0.558,0.0259,G#,-30.016,0.0458,0.996,0.871,0.0969,0.37,157.811,0
Georgia On My Mind,Oscar Peterson Trio,7p6ZeiNtEHJKmc4YWBZELG,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'contemporary post-bop', 'jazz', 'jazz trio']",0.431,0.113,G#,-24.017,0.049,0.976,0.903,0.107,0.127,98.99,0
When Sunny Gets Blue,McCoy Tyner,1J9iVCaEriyoMXpj2XszhU,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['contemporary post-bop', 'hard bop', 'jazz', 'jazz piano']",0.427,0.114,D,-22.546,0.0509,0.843,0.863,0.0966,0.114,60.484,0
It's Easy To Remember,John Coltrane Quartet,1lZ41PumDFX0e82XTGx4sE,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz quartet', 'jazz saxophone']",0.511,0.125,F,-11.461,0.035,0.925,0.00577,0.129,0.215,67.603,0
Seagulls,Tom Misch,5Z5tp6HpCrxfaKSWxSI22j,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['indie soul', 'jazz pop']",0.68,0.793,A,-11.672,0.0598,0.0117,0.781,0.447,0.34,111.939,1
Summer Madness - Exclusive Cover Version,Khruangbin,4ayR8oy6xkfIXUL0ThN3Al,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['indie soul', 'neo-psychedelic']",0.502,0.32,F#,-12.448,0.0483,0.386,0.846,0.18,0.445,79.51,0
It's Over Again,Mild High Club,660eXTPUwKkCOYvWIr6sPl,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['indie garage rock', 'neo-psychedelic']",0.655,0.717,F,-7.447,0.037,0.327,0.731,0.102,0.501,96.221,1
Rust (feat. Tom Misch),Yussef Dayes,1ubbdrZv0EoDc40awvh8Rh,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['british jazz', 'indie soul']",0.646,0.564,D,-12.531,0.039,0.677,0.869,0.104,0.36,96.707,1
Ylang Ylang,FKJ,2CuUB5MbfRShtunR8g5hjR,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['filter house', 'indie soul']",0.579,0.244,C#,-12.449,0.0324,0.923,0.937,0.108,0.169,69.974,0
I Fall in Love Too Easily,Brad Mehldau,7kdPpPFzjLo8piKWbuQ0e4,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz piano', 'modern jazz piano']",0.39,0.0621,C,-21.434,0.0394,0.969,0.864,0.0932,0.155,90.271,0
"All Blues (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,5o3DSHw1ORhM3lWxqGRvEf,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",0.499,0.149,C,-18.305,0.0314,0.771,0.00469,0.115,0.363,139.815,0
Con Alma,Tito Puente,4ihV2BxSx7CBlHmZIfGRis,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['afro-cuban percussion', 'jazz puertorriqueno', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']",0.488,0.393,G#,-16.182,0.0379,0.678,0.666,0.141,0.506,118.428,0
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,4vLYewWIvqHfKtJDk8c8tq,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",0.532,0.151,C,-17.266,0.0376,0.706,0.00136,0.116,0.211,136.759,0
"Danny Boy - Live At Teatro Comunale, Modena / 1996",Keith Jarrett,0mFyrbzEdx8WisCpoObUcc,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",0.464,0.0816,A#,-26.787,0.112,0.993,0.93,0.67,0.556,90.135,0
Love Theme,Vangelis,2oDR7QWoLBk9VYMwsFbRGq,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['cyberpunk', 'synthesizer']",0.188,0.12,C#,-20.95,0.0366,0.572,0.42,0.0933,0.0379,110.244,0
Letter From Home,Pat Metheny Group,6zB7STorHw7VOrSoxpzW9F,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz fusion']",0.314,0.0898,G#,-21.063,0.0488,0.965,0.878,0.1,0.126,44.757,0
Weather Storm,Massive Attack,4u5KFWcW1ptk0hJqp2lrCE,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['downtempo', 'electronica', 'trip hop']",0.56,0.276,A,-17.552,0.0404,0.396,0.863,0.105,0.245,83.179,0
Nightvision,Daft Punk,63JXZZRbmzooashakb0zbu,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['electro', 'filter house', 'rock']",0.491,0.186,C,-29.512,0.0321,0.845,0.916,0.109,0.457,119.883,0
Another Green World - 2004 Remaster,Brian Eno,660j84jp8ljIwLFiAFprlb,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['abstract', 'ambient', 'art pop', 'art rock', 'compositional ambient', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism', 'singer-songwriter']",0.171,0.00383,C#,-21.71,0.0464,0.795,0.883,0.0755,0.458,76.214,0
American Beauty,Thomas Newman,6XJGpirOP4Bgurcvkdanxb,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['orchestral soundtrack', 'soundtrack']",0.206,0.00664,G,-31.964,0.0366,0.98,0.958,0.0883,0.052,77.018,0
Touch (2021 Epilogue) [feat. Paul Williams],Daft Punk,7oMbGRDGVDIb6ZeVcq7LfW,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['electro', 'filter house', 'rock']",0.341,0.362,F#,-13.173,0.0296,0.0586,0.854,0.273,0.088,90.229,0
Horizon Ouverture,Daft Punk,1kOPoZDgQean1ecxJT0GIT,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['electro', 'filter house', 'rock']",0.146,0.135,E,-17.494,0.0367,0.94,0.845,0.172,0.0392,84.855,0
Wild Wood,Paul Weller,7xiYCA9pJS904OASmgjOxD,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['britpop', 'solo wave']",0.594,0.224,E,-15.312,0.0482,0.418,0.0154,0.114,0.513,153.726,0
Love Oh Love,Farben,04J1uysYb6VYVLzHjZWiNg,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['dub techno', 'glitch', 'intelligent dance music', 'microhouse']",0.799,0.494,C,-9.789,0.047,0.0598,0.911,0.161,0.69,123.752,1
House of Woodcock,Jonny Greenwood,6FZDedaCzYhO4sdG3VYcHZ,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['british contemporary classical', 'british soundtrack', 'compositional ambient']",0.253,0.126,D,-17.009,0.0377,0.967,0.858,0.112,0.0355,67.171,0
Little Sunflower,Dorothy Ashby,3A6e928yOFJ0MhlG7xrFDW,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['jazz funk', 'jazz harp', 'space age pop']",0.686,0.383,A#,-15.838,0.0491,0.893,0.874,0.112,0.654,77.257,1
"Taishi-Koto, Pt. 1",L'éclair,5xGfpRvFYgA9TNg83abqGf,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['neo-psychedelic', 'swiss alternative rock']",0.362,0.42,G#,-12.413,0.0308,0.501,0.876,0.119,0.68,145.377,0
Red Dust,Zero 7,0Xc02wFzRgNzQORE0xE9iW,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['downtempo', 'electronica', 'trip hop']",0.579,0.416,E,-10.246,0.0274,0.466,0.851,0.135,0.191,86.004,0
In The Waiting Line,Zero 7,5ARrtxJLVCeTv5TWo1oKgC,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['downtempo', 'electronica', 'trip hop']",0.561,0.33,F,-13.51,0.0268,0.76,0.134,0.106,0.378,79.01,0
Spring Frost,Roger Eno,0H2bToqKlvyx0K7dbPSlOb,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['ambient', 'fourth world']",0.0911,0.00284,D#,-31.22,0.0449,0.983,0.931,0.103,0.0359,75.331,0
Give It Away,Zero 7,2dYexYOVMItMNUvGXl4gtR,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['downtempo', 'electronica', 'trip hop']",0.552,0.554,F#,-8.703,0.027,0.0338,0.594,0.127,0.451,101.319,0
Destiny,Zero 7,27ViQppP3LZPCJl2A0w9kp,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,"['downtempo', 'electronica', 'trip hop']",0.63,0.576,G,-9.046,0.0304,0.217,0.686,0.129,0.471,138.009,1
Brother Samba,Various Artists,2YPK1DBM9bCvhcg0QJrIaQ,anaserrogomes,1D9xklXiX7GDuijJBbP7iG,No Genre,0.495,0.777,C,-8.237,0.0502,0.829,0.822,0.393,0.602,198.054,0
Bad Religion,Frank Ocean,2pMPWE7PJH1PizfgGRMnR9,anaserrogomes,5TNrZStsGebww70gLplzxr,"['lgbtq+ hip hop', 'neo soul']",0.359,0.367,A,-7.684,0.0335,0.738,1.43e-06,0.0736,0.104,83.331,0
