track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,duration_ms,popularity_binary
Ace Of Wands - Remastered 2005,Steve Hackett,0Ll5xn9cgYYWYppP9bcnmK,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['art rock', 'instrumental rock', 'progressive rock', 'symphonic rock']",0.208,0.87,D,-8.141,0.0643,0.0759,0.179,0.337,0.182,83.831,32,323040,0
Firth Of Fifth - Remastered 2008,Genesis,5OBptQtIlGOG94la7qil6c,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.247,0.594,E,-9.71,0.0408,0.0214,0.0999,0.196,0.303,74.92,50,574840,1
Echoes - 2011 Remastered Version,Pink Floyd,1Mzm1CNqVxtwbCYhOo843s,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.254,0.296,F#,-17.92,0.0426,0.428,0.574,0.117,0.139,146.95,53,1413306,1
Luminol - Live,Steven Wilson,1mKTiWivfeY5Oc2gqLv0ci,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['progressive metal', 'progressive rock']",0.447,0.504,E,-10.807,0.0345,0.0294,0.578,0.672,0.213,172.005,26,739320,0
The Court of the Crimson King,King Crimson,5B3kUEYyQeQFLhkKuH6jFF,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['art rock', 'instrumental rock', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.464,0.368,E,-12.529,0.0335,0.0158,0.022,0.282,0.111,138.035,0,417760,0
Aqualung,Jethro Tull,5UuikgHTxSRFRnC0zXx10i,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'singer-songwriter', 'symphonic rock']",0.477,0.479,G,-11.887,0.0483,0.0649,0.029,0.0906,0.662,122.531,63,396186,1
Freefall,Camel,0VLETiR8ft4wZHlCQf3UAf,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['canterbury scene', 'flute rock', 'progressive rock', 'symphonic rock', 'synth prog']",0.373,0.661,F,-11.313,0.0474,0.00158,0.717,0.321,0.43,130.449,40,352853,0
Atom Heart Mother Suite - 2011 Remaster,Pink Floyd,3IhsfUBlbcT11iXxgDt3CW,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.262,0.166,A,-18.816,0.0339,0.781,0.847,0.0825,0.0872,137.43,46,1421720,1
Hocus Pocus - Extended Version,Focus,6iZtDWu3FTuxu7AprIqA3Y,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['art rock', 'dutch prog', 'flute rock', 'nederpop', 'progressive rock', 'symphonic rock']",0.267,0.722,D,-7.344,0.102,0.00596,0.893,0.35,0.347,184.093,53,402560,1
YYZ,Rush,3lpDrxUkr0tIe1kmJvdK7d,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",0.51,0.919,G,-8.244,0.0593,0.00205,0.809,0.068,0.386,141.053,58,265840,1
Starless,King Crimson,6wwpBvguO0fAKNHO7Zw9zn,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['art rock', 'instrumental rock', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.272,0.47,G,-10.487,0.0388,0.104,0.515,0.168,0.116,119.365,0,744568,0
The Necromancer,Rush,68WOjqnUdYrBd44y9ow0Z1,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",0.385,0.554,A,-9.969,0.0682,0.085,0.00834,0.219,0.496,113.646,37,748800,0
"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",Yes,47dPsSo7cEDNkvIOSB4O2k,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'classic rock', 'hard rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.222,0.597,F,-10.924,0.056,0.265,0.155,0.411,0.251,80.654,48,1121253,1
Cat's Eye/Yellow Fever (Running),Van Der Graaf Generator,126UEF2A18PA8xNnYUkt42,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['art rock', 'italian progressive rock', 'progressive rock', 'symphonic rock']",0.312,0.411,D,-16.816,0.0568,0.281,0.0111,0.066,0.287,93.57,23,320226,0
Inca Roads,Frank Zappa,0txIkFgdvURMOn35C2fvI3,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['art rock', 'blues rock', 'experimental', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.458,0.713,G,-9.858,0.0541,0.117,0.0129,0.274,0.711,117.844,42,525293,0
What's Wrong - Live at Woodstock 1969 Version,Sweetwater,1FGolefVk3rQ2Vo4KvyGwb,Figas,0uU3JuXXKUAh2ZxLbCvrJP,['flute rock'],0.47,0.755,D,-8.472,0.151,0.263,0.0561,0.959,0.431,83.66,28,623733,0
Poseidon's Creation,Eloy,6jQNrWP4jOZuubkl9FB0NA,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['german prog', 'krautrock', 'progressive rock', 'symphonic rock']",0.164,0.594,C,-11.36,0.0352,0.00228,0.398,0.136,0.198,82.122,37,701960,0
Tarkus - i. Eruption / ii. Stones of Years / iii. Iconoclast / iv. Mass / v. Manticore / vi. Battlefield / vii. Aquatarkus; 2012 Remaster,"Emerson, Lake & Palmer",62d0aGpYF2p8fpvJ1qa32V,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'synth prog']",0.462,0.545,F,-12.217,0.0486,0.033,0.0714,0.126,0.503,110.828,13,1237959,0
Lady Fantasy - Medley,Camel,35e4fhZkQuQo77kOro2QYF,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['canterbury scene', 'flute rock', 'progressive rock', 'symphonic rock', 'synth prog']",0.284,0.728,A,-10.868,0.0541,0.00284,0.515,0.334,0.282,109.73,44,763746,0
Lucky Man - 2012 Remaster,"Emerson, Lake & Palmer",6qj0OV5w2PlGTASSx34Lrl,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'synth prog']",0.341,0.424,G,-14.158,0.0294,0.0912,0.0419,0.0543,0.565,154.638,26,277653,0
Heart of the Sunrise - 2003 Remaster,Yes,7gC6Rbllqf1yXNC02e5jz2,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'classic rock', 'hard rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.362,0.507,C#,-11.229,0.0394,0.0174,0.216,0.113,0.456,146.641,46,634440,1
Nimrodel - Medley,Camel,5RcPtEDzWit0M1gXzmAEtR,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['canterbury scene', 'flute rock', 'progressive rock', 'symphonic rock', 'synth prog']",0.224,0.55,G,-11.782,0.0505,0.14,0.8,0.345,0.145,167.395,40,556320,0
Tom Sawyer,Rush,3QZ7uX97s82HFYSmQUAN1D,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",0.536,0.901,A,-7.211,0.0374,0.00145,0.0186,0.06,0.666,87.559,73,276880,1
Giant,Gentle Giant,6BtkbdGq2dKe2kXSjuBS0p,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['progressive rock', 'symphonic rock', 'zolo']",0.337,0.349,A,-16.675,0.0367,0.107,0.221,0.082,0.434,145.549,32,382466,0
Locomotive Breath,Jethro Tull,0MYNeFsKpzBHwrJGfWZysV,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'singer-songwriter', 'symphonic rock']",0.68,0.53,B,-13.105,0.0889,0.417,0.011,0.0559,0.352,124.551,61,266013,1
In The Dead Of Night,U.K.,7s4eOa9D4Qt7o3iRChaVIu,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['progressive rock', 'symphonic rock']",0.519,0.604,E,-11.011,0.0581,0.218,5.66e-05,0.222,0.768,153.644,39,334040,0
Watcher Of The Skies - Digital Remastered 2008,Genesis,75p2jz3EQp3jO4d9DX8n7q,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.379,0.564,F#,-9.704,0.0443,0.0577,0.0393,0.153,0.209,122.762,40,443213,0
Child in Time - 1995 Remaster,Deep Purple,573Z2Dty5epeNgKsgoDOlr,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",0.344,0.497,A,-9.295,0.0366,0.0167,0.453,0.108,0.356,127.707,60,613440,1
One Of These Days - 2011 Remastered Version,Pink Floyd,0Ga3szKsJOeZ0eAfydm1WV,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.371,0.467,E,-17.199,0.0465,0.00421,0.855,0.487,0.394,103.685,53,355400,1
Larks' Tongues In Aspic (Part I),King Crimson,3XPJDwND5XTqZF0AHzXo3L,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['art rock', 'instrumental rock', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.318,0.272,G,-15.792,0.0838,0.371,0.577,0.0906,0.0791,153.969,0,815675,0
Moonchild,King Crimson,0NNKkdcablz5mAdnzz8U40,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['art rock', 'instrumental rock', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.361,0.0368,A,-26.155,0.053,0.868,0.449,0.106,0.0433,77.468,0,732807,0
Windowpane,Opeth,4uJSCrI7r0usNJ3aaHAuC6,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['alternative metal', 'metal', 'progressive death metal', 'progressive metal', 'swedish metal', 'swedish progressive metal']",0.328,0.553,F#,-6.252,0.0267,0.156,0.412,0.0985,0.322,159.959,56,464280,1
In-A-Gadda-Da-Vida - 2006 Remaster Full-Length,Iron Butterfly,1exUq8aG2OMbSeZeTwz06k,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'progressive rock', 'proto-metal', 'psychedelic rock', 'symphonic rock']",0.548,0.452,C,-11.612,0.0343,0.00577,0.375,0.192,0.5,120.127,52,1024133,1
Thick as a Brick (Pt. I) - 1997 Remaster,Jethro Tull,0eufeeCADKlpxLA7HATWBW,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'singer-songwriter', 'symphonic rock']",0.435,0.466,F,-10.856,0.0557,0.158,0.00315,0.132,0.646,92.516,47,1360026,1
Thick as a Brick (Pt. II) - 1997 Remaster,Jethro Tull,4ObPmra5m7WJ5DMGmdgLRY,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'singer-songwriter', 'symphonic rock']",0.444,0.652,F,-9.232,0.0518,0.0926,0.0519,0.192,0.555,110.8,36,1270040,0
Thank Christ For The Bomb - 2003 Remastered Version,The Groundhogs,2259TKcY8TkhHrFnTOB8P3,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['british blues', 'proto-metal']",0.384,0.434,D,-11.57,0.0359,0.0528,0.0899,0.145,0.184,151.858,0,441226,0
La Villa Strangiato,Rush,4CyElmiM9EF9aURGWlPZLi,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",0.366,0.606,C,-10.274,0.0371,0.000994,0.58,0.0762,0.137,143.183,52,574733,1
Summon The Fire,The Comet Is Coming,5c44MldQ2CvroamP73V1lp,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['british jazz', 'chamber psych']",0.537,0.786,G#,-7.035,0.0407,0.00427,0.697,0.893,0.451,165.395,47,235200,1
The Celebration of the Lizard,The Doors,17CEV2efL5t6TWx7pis3iL,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",0.443,0.387,C,-12.831,0.0468,0.131,6.81e-06,0.0959,0.182,119.703,27,1029440,0
ALU Jon Jonki Jon,Fela Kuti,0H6tR2ta9eBKWuVnXgRhaa,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.697,0.871,F,-7.325,0.0927,0.286,0.0808,0.081,0.768,112.281,24,761466,0
Nepa,Tony Allen,6yvXLmHKTuhdPTpc275CIw,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.709,0.966,B,-8.288,0.0643,0.0788,0.17,0.0535,0.787,107.616,19,463320,0
My Queen Is Angela Davis,Sons Of Kemet,2yv0prWlbhdQ7J6DT1GfqN,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrofuturism', 'british jazz', 'contemporary jazz', 'progressive jazz fusion']",0.537,0.838,C#,-8.273,0.164,0.585,0.659,0.0742,0.772,104.231,28,394173,0
My Queen Is Albertina Sisulu,Sons Of Kemet,28uZjhU60BosFYSMJLJoQ3,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrofuturism', 'british jazz', 'contemporary jazz', 'progressive jazz fusion']",0.404,0.775,D,-8.34,0.122,0.192,0.891,0.0757,0.784,202.823,46,314693,1
Alu Jon Jonki Jon,Fela Kuti,0YLZi7Sbk86LgsoIlhH6w4,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.691,0.869,F,-7.337,0.0934,0.3,0.0798,0.0739,0.75,112.432,0,761466,0
Alagbon Close,Fela Kuti,0RYReUfKd0QQP4wDamtHPy,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.615,0.832,F,-10.607,0.201,0.369,0.008,0.0653,0.635,118.228,0,1021840,0
Opposite People,Fela Kuti,2nsQdjrZesTsFqVpYNBpUm,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.668,0.897,F,-5.167,0.177,0.11,0.0543,0.123,0.904,117.973,1,998280,0
Echoes,Andrew Latimer,1uARaLO7OvsUn5iZfiaBn1,Figas,0uU3JuXXKUAh2ZxLbCvrJP,No Genre,0.195,0.608,A#,-8.497,0.031,0.0114,0.0145,0.295,0.485,153.379,35,437600,0
Everything Scatter,Fela Kuti,5yDQCCZ2l5IvUY2DDpMWJn,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.712,0.778,C#,-8.743,0.0968,0.126,0.0926,0.231,0.896,116.189,0,633493,0
Coffin For Head of State (Part 1 & 2),Fela Kuti,7d8PADmEkMERzZ3b1EEnzO,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.677,0.703,C,-8.52,0.0576,0.461,0.0149,0.0936,0.882,88.702,0,1362466,0
Why Black Man Dey Suffer,Fela Kuti,0rC0fuSuuj4maHJJtFDFj8,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.649,0.643,F,-9.854,0.0548,0.601,0.0344,0.0859,0.752,93.27,0,915680,0
Je'nwi Temi (Don't Gag Me),Fela Kuti,6b5cOxxb9c1XQAfgmFzJGy,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afrobeat', 'afropop', 'world']",0.56,0.872,F,-5.619,0.0599,0.187,0.00378,0.0621,0.644,101.142,0,795160,0
Krumandey - Ron Trent Remix,Ebo Taylor,0cVogxCn2LuzPXcc84Ev41,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['afro-funk', 'afrobeat', 'afropop', 'old school highlife']",0.708,0.925,A,-8.12,0.0489,0.00941,0.882,0.659,0.903,124.987,10,415115,0
2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley,Rush,5H8xFHau0x3PI1CssO6EaX,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",0.344,0.79,D,-7.456,0.0983,0.0823,0.0017,0.187,0.202,133.186,48,1233666,1
Hazard Profile Part 1,Soft Machine,7J2kYMUtOIzKU9Tpd6YDYX,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['canterbury scene', 'experimental', 'jazz fusion', 'jazz rock', 'progressive rock', 'zolo']",0.278,0.744,A#,-10.128,0.0676,0.0101,0.816,0.114,0.496,105.466,0,559520,0
Last 100,Tom Misch,39WFZVKifA8Fl2TZI2kp0S,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['indie soul', 'jazz pop']",0.651,0.64,A,-8.386,0.0866,0.656,0.391,0.151,0.646,91.087,49,240330,1
Maggot Brain,Funkadelic,3utrFnKNa1QSmUIm8QxHEC,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['classic soul', 'funk', 'funk rock', 'p funk', 'psychedelic soul', 'soul']",0.3,0.353,E,-15.588,0.047,0.777,0.478,0.406,0.19,134.912,0,621106,0
Down by the River - 2009 Remaster,Neil Young,2EFtUP7BmsjHzhQqI6A4rp,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",0.465,0.466,A,-8.098,0.0333,0.0836,0.0427,0.0911,0.555,164.315,0,558186,0
Rattlesnake,King Gizzard & The Lizard Wizard,2jImrW8JHP3o4zIyjLRVMV,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['australian psych', 'double drumming', 'microtonal', 'neo-psychedelic']",0.581,0.963,B,-5.927,0.0388,0.0311,0.839,0.383,0.816,170.574,41,468093,0
Cygnus X-1 - Book One - The Voyage,Rush,4rbOGzYeCesTT5GDGA1XTM,Figas,0uU3JuXXKUAh2ZxLbCvrJP,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",0.397,0.613,G#,-9.82,0.0556,0.124,0.0102,0.102,0.0686,124.476,40,621573,0
Between Moods,FKJ,7dKdozRcmMd2Q0XC45jv0U,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.778,0.745,C,-7.011,0.0443,0.0208,0.485,0.142,0.748,118.973,44,312222,0
Instant Need,FKJ,6obKvh06VvBZP98oqU6YR7,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.771,0.488,A#,-7.978,0.047,0.21,0.0431,0.0727,0.568,91.031,61,270405,1
Canggu,FKJ,5Wx9xfNURyR3OaMNNlEk8j,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.614,0.469,G#,-6.603,0.0605,0.0888,0.21,0.112,0.292,85.994,50,245816,1
Lying Together,FKJ,1WNOscEdUrRvDwHotfeAW5,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.791,0.729,D#,-6.234,0.0646,0.456,0.291,0.0957,0.0782,102.021,55,268860,1
Better Give U Up,FKJ,4c60yLpE5lXvICT0pyEaZ5,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.525,0.72,B,-6.916,0.169,0.176,0.00648,0.0769,0.483,91.708,63,256799,1
Losing My Way,FKJ,3zidJjXGWgKqgQnfb6hKak,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.838,0.432,F#,-14.398,0.228,0.562,0.363,0.0987,0.127,99.978,62,259200,1
Skyline,FKJ,5kc6erfW0v4PtsBtRJpf0Z,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.697,0.433,G,-9.822,0.052,0.614,0.042,0.0901,0.266,148.087,59,249847,1
Die with a Smile,FKJ,00xjXIoyDIQYSYve03VsXf,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.651,0.414,D,-5.754,0.031,0.774,0.000478,0.122,0.23,88.983,48,252016,1
So Much to Me,FKJ,3MUr32NXC2wO7v5iFrluiC,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.782,0.493,F,-8.118,0.0476,0.215,5.05e-05,0.096,0.354,108.001,50,378732,1
Vibin' Out,FKJ,6SEolIp22t0DzeBfCBo3hr,Pitex,50EYo5eBlXBvQQXVFdNadv,"['filter house', 'indie soul']",0.41,0.169,D#,-11.422,0.0485,0.847,0.00327,0.117,0.208,89.494,65,311837,1
This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,6aBUnkXuCEQQHAlTokv9or,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",0.942,0.641,G,-10.15,0.0333,0.331,0.179,0.028,0.966,114.443,75,296146,1
Them Changes,Thundercat,7CH99b2i1TXS5P8UUyWtnM,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['afrofuturism', 'escape room', 'indie soul']",0.657,0.562,G#,-8.6,0.0601,0.54,0.00143,0.101,0.704,81.657,77,188453,1
Crazy,Gnarls Barkley,1vxw6aYJls2oq3gW0DujAo,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['atl hip hop', 'neo soul']",0.855,0.587,G#,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,82,177933,1
Mas Que Nada,Sérgio Mendes,6U7GUjtamt2P0LcFod1dBT,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['bossa nova', 'brazilian jazz', 'samba']",0.747,0.928,F,-6.107,0.0824,0.0297,1.75e-06,0.113,0.87,100.065,67,262840,1
Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",0.573,0.902,F#,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,90,225280,1
Everybody Loves The Sunshine,Takuya Kuroda,4F17fOFNxTHhNk6fXq46w6,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['contemporary jazz', 'indie jazz', 'japanese jazz']",0.822,0.319,F,-11.237,0.0567,0.037,0.269,0.093,0.435,82.995,53,565502,1
On My Mind (Jorja Smith X Preditah),Jorja Smith,1OxL1FWSEd7QmJoWLRP2NO,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['r&b', 'uk contemporary r&b']",0.71,0.662,A#,-5.947,0.175,0.42,0.0,0.0723,0.755,130.037,68,181509,1
Blue Lights,Jorja Smith,1It1TxBK3xIQAB4xJkPevn,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['r&b', 'uk contemporary r&b']",0.692,0.57,G,-8.077,0.185,0.666,0.0,0.107,0.309,91.917,70,250454,1
Be Honest (feat. Burna Boy),Jorja Smith,5pAbCxt9e3f81lOmjIXwzd,Pitex,7dDe00fXyt0pjsAgNSXzaj,"['r&b', 'uk contemporary r&b']",0.757,0.737,E,-6.728,0.114,0.311,0.0,0.113,0.635,98.057,73,207030,1
A Cabritinha,Quim Barreiros,5mu40aJSlKDFY6GT7XdcrC,Pitex,1Zh26PhGCuY7NxvgEZDh3j,['classic portuguese pop'],0.744,0.942,C,-3.966,0.103,0.0446,0.0,0.13,0.96,136.063,48,228453,1
A Garagem Da Vizinha,Quim Barreiros,7hMyxHOskG0Eq2cHQ52WnQ,Pitex,1Zh26PhGCuY7NxvgEZDh3j,['classic portuguese pop'],0.659,0.903,C,-4.239,0.0643,0.126,0.0,0.215,0.95,134.962,44,219010,0
O malhão malhão,Linda De Suza,4F5aWdHnrPABOJF1FNmbIn,Pitex,1Zh26PhGCuY7NxvgEZDh3j,No Genre,0.656,0.808,D,-6.265,0.0654,0.409,0.00217,0.0435,0.938,96.911,43,160413,0
Os Bichos Da Fazenda,Quim Barreiros,4RIZ4jcXJ3hakst2h3FWM7,Pitex,1Zh26PhGCuY7NxvgEZDh3j,['classic portuguese pop'],0.695,0.912,G,-3.363,0.195,0.331,0.0,0.033,0.864,106.045,40,186186,0
Mestre De Culinária,Quim Barreiros,1MMk22fKyy0GqGJHSdF0oA,Pitex,1Zh26PhGCuY7NxvgEZDh3j,['classic portuguese pop'],0.633,0.941,E,-4.652,0.133,0.039,0.0,0.15,0.927,134.934,38,229459,0
Apita o Comboio,Mundo Novo,3CDaiG9jwLtDYiO0rLTjIY,Pitex,1Zh26PhGCuY7NxvgEZDh3j,['classic portuguese pop'],0.819,0.456,C#,-8.311,0.0396,0.62,0.0,0.0677,0.972,133.061,36,223240,0
Baile de Verão,José Malhoa,5hXceiHQKQboXObDGQvxHy,Pitex,1Zh26PhGCuY7NxvgEZDh3j,['classic portuguese pop'],0.786,0.966,A,-5.509,0.0926,0.103,0.0,0.137,0.968,141.118,50,202293,1
A Minha Casinha,Xutos & Pontapés,3deBoKBR9l8qdgraJ8ZKhA,Pitex,1Zh26PhGCuY7NxvgEZDh3j,"['portuguese rock', 'punk tuga']",0.257,0.707,D,-9.761,0.0365,0.156,0.000137,0.0641,0.543,169.804,48,144840,1
Maluco,Karetus,6h6rII20UySFUHiM3RPi6p,Pitex,1Zh26PhGCuY7NxvgEZDh3j,"['hip hop tuga', 'portuguese pop']",0.646,0.952,B,-0.937,0.316,0.389,0.0,0.0586,0.447,147.938,46,197987,1
SACA LÁ,ProfJam,2BQsenlHJRVUCTZ2onTE5Y,Pitex,1Zh26PhGCuY7NxvgEZDh3j,"['hip hop tuga', 'trap tuga']",0.72,0.686,E,-7.946,0.372,0.461,0.0,0.0851,0.489,143.066,44,222013,0
Joga O Bum Bum Tam Tam,MC Fioti,6Dry2J20K0oVUs8S9XaE90,Pitex,1Zh26PhGCuY7NxvgEZDh3j,"['funk carioca', 'funk ostentacao', 'funk paulista']",0.931,0.485,A,-8.926,0.0972,0.607,0.0284,0.141,0.418,131.977,46,155454,1
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),L7NNON,4SIBZgMomGFnrIWjmq7Np8,Pitex,1Zh26PhGCuY7NxvgEZDh3j,"['funk rj', 'pop rap brasileiro', 'trap brasileiro']",0.93,0.673,F#,-6.298,0.409,0.275,0.0,0.142,0.95,129.967,61,115846,1
